problem_id,concept_id,question_text,image_url,problem_type,choice_1,choice_2,choice_3,choice_4,correct_answer,difficulty
942,834,다음 중 사각형이 아닌 것은?,,MCQ,우편엽서,책,우산을 펼친 모양,동화책 표지,3,3
943,882,칠교판은 몇 개의 조각으로 이루어져 있습니까?,,MCQ,5개,6개,7개,8개,3,-3
944,882,칠교판의 조각들 중 가장 많이 들어 있는 모양은?,,MCQ,삼각형,사각형,원,오각형,1,0
945,882,"칠교판에는 큰 삼각형, 중간 삼각형, 작은 삼각형이 있습니다. 모든 삼각형은 몇 개입니까?",,MCQ,3개,4개,5개,6개,3,3
946,826,쌓기 나무 4개로 한 줄 탑을 만들면 몇 층 탑이 됩니까?,,MCQ,2층,3층,4층,5층,3,-3
947,826,두 사람이 똑같은 모양으로 쌓기 위해 가장 먼저 알아야 할 것은?,,MCQ,쌓기 나무 수,색깔,두께,무게,1,0
948,826,"1층에 4개, 2층에 2개, 3층에 1개의 쌓기 나무를 쌓으면 모두 몇 개입니까?",,MCQ,5,6,7,8,3,3
949,193,17+5는 얼마인가요?,,MCQ,21,22,23,25,2,-3
950,193,28+6은 얼마인가요?,,MCQ,33,34,35,36,2,0
951,193,45+□=51일 때 □에 알맞은 수는?,,MCQ,5,6,7,8,2,3
952,194,17+15는 얼마인가요?,,MCQ,30,31,32,33,3,-3
953,194,28+27은 얼마인가요?,,MCQ,54,55,56,57,2,0
954,194,36+□=42일 때 □에 알맞은 수는?,,MCQ,4,5,6,7,3,3
955,195,52+71은 얼마인가요?,,MCQ,121,122,123,133,3,-3
956,195,63+85는 얼마인가요?,,MCQ,138,148,158,168,2,0
957,195,92+34는 얼마인가요?,,MCQ,116,126,136,146,2,3
958,196,23-7은 얼마인가요?,,MCQ,14,15,16,17,3,-3
959,196,32-8은 얼마인가요?,,MCQ,23,24,25,26,2,0
960,196,41-□=35일 때 □에 알맞은 수는?,,MCQ,5,6,7,8,2,3
961,197,50-23은 얼마인가요?,,MCQ,27,28,29,33,1,-3
962,197,70-45는 얼마인가요?,,MCQ,25,26,27,35,1,0
963,197,80-□=27이 되려면 □에 알맞은 수는?,,MCQ,53,57,63,67,1,3
964,198,42-17은 얼마인가요?,,MCQ,23,24,25,35,3,-3
965,198,53-26은 얼마인가요?,,MCQ,27,28,29,33,1,0
966,198,91-34는 얼마인가요?,,MCQ,56,57,58,67,2,3
967,202,5+3=8을 뺄셈식 하나로 알맞게 나타낸 것은?,,MCQ,8-3=5,5-3=2,3-5=2,5-8=3,1,-3
968,202,4+9=13을 뺄셈식으로 알맞게 나타낸 것은?,,MCQ,13-4=9,4-9=13,9-4=13,13+9=4,1,0
969,202,6+□=15의 □를 뺄셈식으로 구하는 식은?,,MCQ,15-6=□,15+6=□,6-15=□,6+15=□,1,3
970,208,□+5=8일 때 □의 값은?,,MCQ,2,3,4,13,2,-3
971,208,15-□=7일 때 □의 값은?,,MCQ,6,7,8,22,3,0
972,208,□-12=24일 때 □의 값은?,,MCQ,12,24,36,48,3,3
973,207,5+3-2는 얼마인가요?,,MCQ,5,6,7,8,2,-3
974,207,12-4+3은 얼마인가요?,,MCQ,9,10,11,12,3,0
975,207,20-5-3+2와 같은 값을 가지는 식은?,,MCQ,20-6,20-7,20-8,20-10,1,3
976,1305,길이를 나타낼 때 '1 cm'를 바르게 읽은 것은?,,MCQ,일 미터,일 센티미터,일 그램,일 리터,2,-3
977,1305,다음 중 1 cm와 가장 비슷한 길이는?,,MCQ,새끼손가락 굵기,책상의 가로 길이,운동장의 폭,손바닥의 너비,1,0
978,1305,5 cm는 1 cm가 몇 번 들어 있는 길이입니까?,,MCQ,1번,3번,5번,10번,3,3
979,1306,자로 길이를 잴 때 자의 어느 부분에 물체의 한쪽 끝을 맞춰야 합니까?,,MCQ,자의 가운데,자의 0,자의 1,자의 끝,2,-3
980,1306,자로 잴 때 한 끝이 4에 맞춰져 있고 다른 끝이 9에 있다면 길이는 얼마입니까?,,MCQ,4 cm,5 cm,9 cm,13 cm,2,0
981,1306,길이를 잴 때 한쪽 끝이 2에 맞춰져 있고 반대쪽 끝이 11에 있다면 그 물건의 길이는?,,MCQ,7 cm,8 cm,9 cm,13 cm,3,3
982,1311,연필의 한쪽 끝이 0에 맞춰져 있고 반대쪽 끝이 7에 있을 때 연필의 길이는?,,MCQ,5 cm,6 cm,7 cm,8 cm,3,-3
983,1311,한 끝이 0에 다른 끝이 12에 있는 색연필의 길이는?,,MCQ,10 cm,12 cm,13 cm,14 cm,2,0
984,1311,길이가 8 cm인 막대를 자에 댔을 때 한 끝이 3에 있다면 다른 끝은 어디에 있어야 합니까?,,MCQ,5,9,11,15,3,3
985,1309,어림한 결과 약 10 cm인 물건으로 가장 알맞은 것은?,,MCQ,자동차,새끼손가락,연필,책상,3,-3
986,1309,새끼손가락의 굵기가 약 1 cm라면 손가락 7개를 나란히 놓았을 때 길이는 약 얼마입니까?,,MCQ,5 cm,6 cm,7 cm,10 cm,3,0
987,1309,30 cm 자의 길이는 길이 약 10 cm인 막대 몇 개를 이어 놓은 것과 같습니까?,,MCQ,2개,3개,4개,5개,2,3
988,1443,다음 중 분류 기준으로 알맞지 않은 것은?,,MCQ,색깔,모양,크기,예쁜 것과 예쁘지 않은 것,4,-3
989,1443,"빨간색 사과 3개, 초록색 사과 4개를 색으로 분류하면 모두 몇 가지로 나누어집니까?",,MCQ,1가지,2가지,3가지,4가지,2,0
990,1443,다음 중 분류 기준이 명확하지 않은 것은?,,MCQ,동물과 식물,큰 것과 작은 것,빨간색과 파란색,맛있는 것과 맛없는 것,4,3
991,1441,동물을 다리의 수로 분류할 때 닭과 같은 종류로 분류되는 동물은?,,MCQ,개,비둘기,토끼,거미,2,-3
992,1441,"사과, 배, 귤, 포도를 색깔로 분류할 때 노란색 과일은?",,MCQ,사과,배,귤,포도,3,0
993,1441,"종이 인형들을 모양으로 분류할 때 네모 모양 5개, 동그라미 모양 3개, 세모 모양 2개가 있다면 가장 많은 모양은?",,MCQ,네모,동그라미,세모,같다,1,3
994,1442,"학생들을 좋아하는 운동으로 분류했더니 축구 5명, 야구 3명이었습니다. 모두 몇 명입니까?",,MCQ,6,7,8,9,3,-3
995,1442,"색깔별로 구슬을 분류했더니 빨강 4, 파랑 6, 노랑 5였습니다. 가장 많은 색은?",,MCQ,빨강,파랑,노랑,같다,2,0
996,1442,"동물을 다리 수로 분류했더니 2다리 7마리, 4다리 5마리, 6다리 3마리였습니다. 동물은 모두 몇 마리입니까?",,MCQ,12마리,13마리,14마리,15마리,4,3
997,209,사탕 12개를 2개씩 묶어 세면 묶음은 몇 개입니까?,,MCQ,4,5,6,7,3,-3
998,209,사탕 15개를 3개씩 묶어 세면 묶음은 몇 개입니까?,,MCQ,3,4,5,6,3,0
999,209,사탕 20개를 4개씩 묶어 세면 묶음은 몇 개입니까?,,MCQ,4,5,6,7,2,3
1000,210,5씩 4묶음이면 모두 몇 개입니까?,,MCQ,15,20,25,30,2,-3
1001,210,3씩 6묶음은 모두 몇 개입니까?,,MCQ,15,16,17,18,4,0
1002,210,4씩 묶어 세었더니 7묶음과 낱개 2개가 남았습니다. 모두 몇 개입니까?,,MCQ,28,29,30,32,3,3
1003,211,3의 2배는 얼마입니까?,,MCQ,5,6,7,8,2,-3
1004,211,5의 4배는 얼마입니까?,,MCQ,15,20,25,30,2,0
1005,211,빨간 풍선이 4개 있고 파란 풍선은 빨간 풍선의 3배만큼 있습니다. 파란 풍선은 몇 개입니까?,,MCQ,7,9,12,15,3,3
1006,212,3×4는 얼마입니까?,,MCQ,7,9,12,15,3,-3
1007,212,'2+2+2+2+2'를 곱셈식으로 나타내면?,,MCQ,2×3,2×5,4×2,5×5,2,0
1008,212,5×3과 같은 값을 가지는 덧셈식은?,,MCQ,5+3,5+5,5+5+5,3+3+3,3,3
1009,213,'3을 4번 더한 것'을 곱셈식으로 쓰면?,,MCQ,3+4,3×4,4-3,4÷3,2,-3
1010,213,'4의 5배'를 곱셈식으로 나타내면?,,MCQ,4+5,4×5,4-5,4÷5,2,0
1011,213,사과가 한 봉지에 6개씩 들어 있습니다. 7봉지에 들어 있는 사과 수를 곱셈식으로 나타내면?,,MCQ,6+7,6×7,7-6,7÷6,2,3
1012,1862,1000이 3개인 수는?,,MCQ,30,300,3000,30000,3,-3
1013,1862,5000은 1000이 몇 개인 수입니까?,,MCQ,4개,5개,6개,50개,2,0
1014,1862,다음 중 몇천에 해당하는 수는?,,MCQ,1500,7000,4250,9999,2,3
1015,19,"1000이 2개, 100이 3개, 10이 5개, 낱개 7개인 수는?",,MCQ,2357,2537,3257,5237,1,-3
1016,19,4671에서 천의 자리 숫자는?,,MCQ,1,4,6,7,2,0
1017,19,"1000이 6개, 100이 0개, 10이 4개, 낱개 2개인 수는?",,MCQ,6042,6402,6420,6240,1,3
1018,20,3578에서 5는 어느 자리의 숫자입니까?,,MCQ,일의 자리,십의 자리,백의 자리,천의 자리,3,-3
1019,20,3578에서 백의 자리 숫자는 얼마를 나타냅니까?,,MCQ,5,50,500,5000,3,0
1020,20,7392에서 천의 자리 숫자 7이 나타내는 값과 십의 자리 숫자 9가 나타내는 값의 합은?,,MCQ,79,7009,7090,79000,3,3
1021,21,"1000부터 1000씩 뛰어 세면 1000, 2000, 3000, □ 입니다. □는?",,MCQ,4000,5000,6000,10000,1,-3
1022,21,"2300, 2400, 2500, □의 □에 알맞은 수는?",,MCQ,2510,2600,3500,26000,2,0
1023,21,1500에서 100씩 5번 뛰어 세면 얼마가 됩니까?,,MCQ,1750,2000,2500,6500,2,3
1024,31,3456과 5346 중 더 큰 수는?,,MCQ,3456,5346,같다,모름,2,-3
1025,31,다음 중 가장 큰 수는?,,MCQ,2891,2918,2189,2098,2,0
1026,31,7□53 < 7253 이 성립하려면 □에 들어갈 수 있는 가장 큰 수는?,,MCQ,0,1,2,3,2,3
1027,214,2×3은 얼마입니까?,,MCQ,4,5,6,7,3,-3
1028,214,2×7은 얼마입니까?,,MCQ,12,13,14,16,3,0
1029,214,2×□=18일 때 □에 알맞은 수는?,,MCQ,7,8,9,10,3,3
1030,215,5×3은 얼마입니까?,,MCQ,8,13,15,20,3,-3
1031,215,5×6은 얼마입니까?,,MCQ,25,30,35,40,2,0
1032,215,5×□=45일 때 □에 알맞은 수는?,,MCQ,7,8,9,10,3,3
1033,216,3×2는 얼마입니까?,,MCQ,5,6,7,8,2,-3
1034,216,3×7은 얼마입니까?,,MCQ,18,21,24,27,2,0
1035,216,3×8과 같은 값을 가지는 식은?,,MCQ,4×6,2×8,5×5,7×3,1,3
1036,217,6×2는 얼마입니까?,,MCQ,8,10,12,14,3,-3
1037,217,6×5는 얼마입니까?,,MCQ,25,30,35,40,2,0
1038,217,6×7과 같은 값을 가지는 식은?,,MCQ,7×6,6×6,5×8,6+7,1,3
1039,218,4×3은 얼마입니까?,,MCQ,7,10,12,16,3,-3
1040,218,4×6은 얼마입니까?,,MCQ,18,24,32,40,2,0
1041,218,4×□=32일 때 □에 알맞은 수는?,,MCQ,6,7,8,9,3,3
1042,219,8×2는 얼마입니까?,,MCQ,14,15,16,18,3,-3
1043,219,8×5는 얼마입니까?,,MCQ,30,35,40,45,3,0
1044,219,8×□=56일 때 □에 알맞은 수는?,,MCQ,5,6,7,8,3,3
1045,220,7×2는 얼마입니까?,,MCQ,12,13,14,16,3,-3
1046,220,7×4는 얼마입니까?,,MCQ,24,26,28,32,3,0
1047,220,7×□=49일 때 □에 알맞은 수는?,,MCQ,5,6,7,8,3,3
1048,221,9×2는 얼마입니까?,,MCQ,11,16,18,20,3,-3
1049,221,9×6은 얼마입니까?,,MCQ,48,54,56,64,2,0
1050,221,9×□=72일 때 □에 알맞은 수는?,,MCQ,6,7,8,9,3,3
1051,222,1×5는 얼마입니까?,,MCQ,1,5,10,15,2,-3
1052,222,1×9는 얼마입니까?,,MCQ,1,9,10,19,2,0
1053,222,1×□=7일 때 □에 알맞은 수는?,,MCQ,0,1,7,8,3,3
1054,223,0×4는 얼마입니까?,,MCQ,0,1,4,8,1,-3
1055,223,7×0은 얼마입니까?,,MCQ,0,1,7,70,1,0
1056,223,다음 중 답이 0이 아닌 식은?,,MCQ,0×8,5×0,6×1,0×0,3,3
1057,224,곱셈표에서 2와 3이 만나는 칸의 값은?,,MCQ,5,6,7,8,2,-3
1058,224,"곱셈표에서 5단의 값은 5, 10, 15, ?, 25 입니다. ?에 알맞은 수는?",,MCQ,16,18,20,24,3,0
1059,224,곱셈표에서 4×6과 6×4는 같은 값입니까?,,MCQ,같다,4×6이 크다,6×4이 크다,알 수 없다,1,3
1060,18,100이 10개인 수는?,,MCQ,100,1000,10000,110,2,-3
1061,18,1000은 100이 몇 개인 수입니까?,,MCQ,1개,10개,100개,1000개,2,0
1062,18,999보다 1만큼 큰 수는?,,MCQ,998,999,1000,1001,3,3
1063,1447,같은 종류의 자료를 정리할 때 자료의 수를 한눈에 보기 좋게 정리한 것은?,,MCQ,글,그림,표,노래,3,-3
1064,1447,"우리 반 학생들이 좋아하는 색을 표로 나타냈더니 빨강 5, 파랑 7, 노랑 4였습니다. 가장 많이 좋아한 색은?",,MCQ,빨강,파랑,노랑,같다,2,0
1065,1447,자료를 표로 나타내고 다시 그래프로 나타내면 좋은 점은?,,MCQ,한눈에 비교하기 쉽다,자료를 잊지 않게 된다,글자가 많아진다,색이 화려해진다,1,3
1066,647,덧셈표에서 한 줄씩 아래로 갈 때 값은 어떻게 변합니까?,,MCQ,1씩 작아진다,1씩 커진다,2씩 작아진다,그대로다,2,-3
1067,647,덧셈표에서 가로로 한 칸씩 오른쪽으로 가면 값은 어떻게 변합니까?,,MCQ,1씩 작아진다,1씩 커진다,2씩 커진다,변함없다,2,0
1068,647,덧셈표에서 대각선 방향으로 오른쪽 아래로 한 칸 가면 값은 얼마씩 변합니까?,,MCQ,1씩 커진다,2씩 커진다,3씩 커진다,변함없다,2,3
1069,648,곱셈표에서 5의 단은 5씩 커집니다. 5단의 네 번째 값은?,,MCQ,15,20,25,30,2,-3
1070,648,"곱셈표에서 짝수 단(2, 4, 6, 8)의 값은 모두 어떤 수입니까?",,MCQ,모두 홀수,모두 짝수,모두 0,알 수 없다,2,0
1071,648,곱셈표에서 1의 단과 0의 곱(0단)이 다른 점은?,,MCQ,1의 단은 항상 같은 수,0의 곱은 항상 0,둘 다 항상 1,둘 다 항상 0,2,3
1072,649,빨강-노랑-빨강-노랑이 반복될 때 7번째 색은?,,MCQ,빨강,노랑,파랑,모름,1,-3
1073,649,파랑-초록-빨강이 반복될 때 10번째 색은?,,MCQ,파랑,초록,빨강,노랑,1,0
1074,649,빨강-빨강-파랑이 반복될 때 9번째 색은?,,MCQ,빨강,파랑,노랑,알 수 없다,2,3
1075,650,○-△-○-△가 반복될 때 8번째 모양은?,,MCQ,○,△,□,◇,2,-3
1076,650,▲▲●가 반복될 때 10번째 모양은?,,MCQ,▲,●,■,알 수 없다,1,0
1077,650,◇○○가 반복될 때 12번째 모양은?,,MCQ,◇,○,알 수 없다,패턴이 없다,2,3
1078,651,각 층에 쌓기 나무 1개씩 올려 4층 탑을 쌓으면 쌓기 나무는 모두 몇 개입니까?,,MCQ,3,4,5,6,2,-3
1079,651,"1층에 1개, 2층에 2개, 3층에 3개로 쌓는 규칙일 때 4층 탑의 총 쌓기 나무 수는?",,MCQ,6,8,10,12,3,0
1080,651,"1층에 1개, 2층에 3개, 3층에 5개 식으로 2씩 늘리는 규칙일 때 4층의 쌓기 나무 수는?",,MCQ,5,6,7,9,3,3
1081,652,달력에서 1주일 후의 같은 요일까지의 날 수는?,,MCQ,5일,6일,7일,8일,3,-3
1082,652,신호등은 빨강-노랑-초록 순서로 바뀌며 반복됩니다. 초록 다음에 오는 색은?,,MCQ,빨강,노랑,초록,검정,1,0
1083,652,계단을 한 번에 2칸씩 올라가면 6번째 계단까지 몇 번 오르는 동작을 해야 합니까?,,MCQ,2번,3번,4번,6번,2,3
1084,225,한 상자에 사과가 4개씩 들어 있습니다. 5상자에는 모두 몇 개의 사과가 있습니까?,,MCQ,16,18,20,24,3,-3
1085,225,한 묶음에 빵이 6개씩 들어 있습니다. 8묶음에는 모두 몇 개의 빵이 있습니까?,,MCQ,42,46,48,56,3,0
1086,225,한 줄에 사람이 7명씩 서 있습니다. 5줄이면 모두 몇 명입니까?,,MCQ,28,30,35,42,3,3
1087,1308,'1 m'를 바르게 읽은 것은?,,MCQ,일 미터,일 센티미터,일 그램,일 리터,1,-3
1088,1308,1 m는 몇 cm입니까?,,MCQ,10 cm,100 cm,1000 cm,1 cm,2,0
1089,1308,다음 중 1 m와 가장 비슷한 길이의 물건은?,,MCQ,새끼손가락,가위 길이,책상의 가로 길이,종이컵의 입구 너비,3,3
1090,1307,줄자로 길이를 잴 때 줄자의 어느 부분에 한쪽 끝을 맞춰야 합니까?,,MCQ,0,1,100,끝,1,-3
1091,1307,책상의 길이가 줄자로 잰 결과 1 m 30 cm일 때 cm 단위로 나타내면?,,MCQ,30 cm,130 cm,103 cm,1030 cm,2,0
1092,1307,한 끝이 줄자의 0에 맞춰져 있고 다른 끝이 2 m 50 cm에 있다면 그 물건의 길이는?,,MCQ,2 m 5 cm,250 cm,25 cm,2 m 5 mm,2,3
1093,1312,2 cm + 3 cm는 얼마입니까?,,MCQ,5 cm,6 cm,7 cm,8 cm,1,-3
1094,1312,1 m 20 cm + 50 cm는 얼마입니까?,,MCQ,1 m 50 cm,1 m 70 cm,1 m 80 cm,2 m,2,0
1095,1312,2 m 30 cm + 1 m 50 cm는 얼마입니까?,,MCQ,3 m 50 cm,3 m 70 cm,3 m 80 cm,4 m 30 cm,3,3
1096,1313,8 cm - 3 cm는 얼마입니까?,,MCQ,3 cm,4 cm,5 cm,6 cm,3,-3
1097,1313,1 m 50 cm - 30 cm는 얼마입니까?,,MCQ,1 m,1 m 10 cm,1 m 20 cm,1 m 30 cm,3,0
1098,1313,2 m 70 cm - 1 m 30 cm는 얼마입니까?,,MCQ,1 m 30 cm,1 m 40 cm,1 m 50 cm,2 m 40 cm,2,3
1099,1310,어림한 결과 약 1 m인 물건으로 가장 알맞은 것은?,,MCQ,연필 길이,책상 가로 길이,새끼손가락 굵기,머리카락 굵기,2,-3
1100,1310,운동장의 한 바퀴를 어림하면 약 얼마일까요?,,MCQ,1 m,1 cm,100 m,1000 m,3,0
1101,1310,키가 약 130 cm인 어린이의 키는 약 몇 m 몇 cm입니까?,,MCQ,1 m 30 cm,13 m,1 m 3 cm,130 m,1,3
1102,1299,시계의 긴 바늘이 1을 가리키면 몇 분입니까?,,MCQ,1분,5분,10분,15분,2,-3
1103,1299,시계의 긴 바늘이 3을 가리키면 몇 분입니까?,,MCQ,3분,15분,30분,45분,2,0
1104,1299,"짧은 바늘이 4와 5 사이, 긴 바늘이 7에 있을 때 시각은?",,MCQ,4시 35분,5시 35분,4시 7분,7시 4분,1,3
1105,1300,시계의 긴 바늘이 4에서 작은 눈금 2칸을 더 간 곳에 있다면 몇 분입니까?,,MCQ,22분,24분,26분,30분,1,-3
1106,1300,긴 바늘이 6에서 작은 눈금 3칸 지나면 몇 분입니까?,,MCQ,30분,33분,36분,40분,2,0
1107,1300,"짧은 바늘이 9와 10 사이, 긴 바늘이 8에서 작은 눈금 1칸 지났을 때 시각은?",,MCQ,9시 41분,9시 39분,10시 41분,8시 9분,1,3
1108,1301,'4시 50분'을 다른 방법으로 나타내면?,,MCQ,5시 10분 전,4시 10분 전,5시 50분 전,4시 50분 후,1,-3
1109,1301,'7시 55분'은 8시 □분 전입니까? □에 알맞은 수는?,,MCQ,5분,10분,15분,25분,1,0
1110,1301,'3시 45분'을 표현하는 방법으로 알맞은 것은?,,MCQ,4시 15분 전,3시 15분 후,3시 45분 전,4시 45분 전,1,3
1111,1302,1시간은 몇 분입니까?,,MCQ,30분,50분,60분,100분,3,-3
1112,1302,2시간은 몇 분입니까?,,MCQ,100분,120분,150분,200분,2,0
1113,1302,1시간 30분은 몇 분입니까?,,MCQ,60분,80분,90분,120분,3,3
1114,1303,하루는 몇 시간입니까?,,MCQ,12시간,24시간,36시간,48시간,2,-3
1115,1303,오전 12시간과 오후 12시간을 더하면?,,MCQ,12시간,18시간,24시간,48시간,3,0
1116,1303,자정(0시)부터 다음 날 자정까지는 몇 시간입니까?,,MCQ,12시간,24시간,36시간,48시간,2,3
1117,1304,1주일은 며칠입니까?,,MCQ,5일,6일,7일,8일,3,-3
1118,1304,1년은 몇 개월입니까?,,MCQ,10개월,11개월,12개월,13개월,3,0
1119,1304,30일까지 있는 달은 1년에 몇 번 있습니까?,,MCQ,3번,4번,5번,6번,2,3
1120,1445,우리 반 학생 20명의 좋아하는 과일을 조사하려고 합니다. 가장 알맞은 방법은?,,MCQ,모두에게 물어 표에 적기,한 명만 물어보기,추측하기,인터넷에서 찾기,1,-3
1121,1445,"학생 8명의 좋아하는 색이 빨강 3, 파랑 3, 노랑 2일 때 표의 합계는?",,MCQ,6,7,8,9,3,0
1122,1445,자료를 표로 나타낼 때 가장 먼저 해야 할 일은?,,MCQ,자료를 모은다,표를 색칠한다,그래프를 그린다,글로 쓴다,1,3
1123,1446,"좋아하는 운동을 표로 나타냈더니 축구 6, 농구 4, 야구 3이었습니다. 모두 몇 명입니까?",,MCQ,10,11,12,13,4,-3
1124,1446,학생 12명에게 묻고 표를 만들었더니 합계가 10명이었습니다. 가능한 이유는?,,MCQ,모든 학생이 답했다,답하지 않은 학생이 2명 있다,한 학생이 두 번 답했다,표가 정확하다,2,0
1125,1446,자료를 조사하여 표로 나타낼 때 가장 중요한 것은?,,MCQ,자료의 수를 정확하게 세는 것,색을 예쁘게 칠하는 것,글씨를 크게 쓰는 것,빠르게 끝내는 것,1,3
1126,1450,그래프로 나타내면 어떤 점이 좋습니까?,,MCQ,한눈에 비교하기 쉽다,글씨가 많아진다,자료가 사라진다,시간이 오래 걸린다,1,-3
1127,1450,그래프의 가로축에 종류 세로축에 수를 적었습니다. 한 종류의 막대가 5칸이면 그 자료의 수는?,,MCQ,1,2,3,5,4,0
1128,1450,막대그래프에서 가장 긴 막대가 의미하는 것은?,,MCQ,가장 적은 자료,가장 많은 자료,자료의 평균,자료 중 가장 빠른 것,2,3
1129,1863,표의 장점으로 알맞은 것은?,,MCQ,각 종류의 정확한 수를 알 수 있다,색이 예쁘다,그림이 들어 있다,노래로 부를 수 있다,1,-3
1130,1863,그래프의 장점으로 알맞은 것은?,,MCQ,한눈에 비교하기 쉽다,자료를 잊지 않게 된다,글자가 많아진다,자료가 더 늘어난다,1,0
1131,1863,표와 그래프 중 정확한 수를 알기에 더 편리한 것은?,,MCQ,표,그래프,같다,알 수 없다,1,3
1132,182,345-123은 얼마인가요?,,MCQ,222,223,232,322,1,-3
1133,182,478-256은 얼마인가요?,,MCQ,212,222,232,322,2,0
1134,182,759-□=325일 때 □에 알맞은 수는?,,MCQ,425,434,444,1084,2,3
1135,229,352-127은 얼마인가요?,,MCQ,225,235,245,325,1,-3
1136,229,538-275는 얼마인가요?,,MCQ,253,263,273,363,2,0
1137,229,731-456은 얼마인가요?,,MCQ,265,275,285,375,2,3
1138,230,502-345는 얼마인가요?,,MCQ,147,157,167,257,2,-3
1139,230,813-457은 얼마인가요?,,MCQ,346,356,366,456,2,0
1140,230,1000-378은 얼마인가요?,,MCQ,612,622,632,722,2,3
1141,837,선분에 대한 설명으로 알맞은 것은?,,MCQ,두 점을 곧게 이은 선,끝없이 이어지는 선,굽은 선,동그란 선,1,-3
1142,837,선분의 양 끝에 점이 몇 개 있습니까?,,MCQ,1개,2개,3개,4개,2,0
1143,837,다음 중 선분이 아닌 것은?,,MCQ,자로 그은 곧은 선,두 점을 곧게 이은 선,끝점이 없는 곡선,양 끝이 정해진 곧은 선,3,3
1144,840,각의 꼭짓점은 어디입니까?,,MCQ,두 변이 만나는 점,선분의 끝점 둘,선분 가운데,선분 밖,1,-3
1145,840,각은 무엇으로 이루어져 있습니까?,,MCQ,두 변과 한 꼭짓점,한 변과 한 꼭짓점,세 변과 두 꼭짓점,곡선 하나,1,0
1146,840,다음 중 각이 아닌 것은?,,MCQ,시계 바늘이 이루는 모양,두 변과 꼭짓점,책 모서리,원,4,3
1147,842,직각삼각형에는 직각이 모두 몇 개 있습니까?,,MCQ,1개,2개,3개,4개,1,-3
1148,842,직각삼각형의 변은 몇 개입니까?,,MCQ,2개,3개,4개,5개,2,0
1149,842,직각삼각형의 정의로 가장 알맞은 것은?,,MCQ,세 변이 모두 같은 삼각형,한 각이 직각인 삼각형,모든 각이 같은 삼각형,두 변이 같은 삼각형,2,3
1150,843,직사각형의 네 각은 모두 어떤 각입니까?,,MCQ,직각,둔각,예각,작은 각,1,-3
1151,843,직사각형의 마주 보는 두 변의 길이는 어떻습니까?,,MCQ,같다,다르다,알 수 없다,한 변만 길다,1,0
1152,843,"가로가 5 cm, 세로가 3 cm인 직사각형의 네 변의 길이의 합은?",,MCQ,8 cm,10 cm,15 cm,16 cm,4,3
1153,844,정사각형의 네 변의 길이는 어떻습니까?,,MCQ,모두 같다,모두 다르다,두 변만 같다,알 수 없다,1,-3
1154,844,정사각형의 네 각의 크기는?,,MCQ,모두 직각,한 각만 직각,모두 예각,모두 둔각,1,0
1155,844,한 변의 길이가 6 cm인 정사각형의 네 변의 길이의 합은?,,MCQ,12 cm,18 cm,24 cm,36 cm,3,3
1156,248,12÷3은 얼마입니까?,,MCQ,3,4,5,9,2,-3
1157,248,사탕 20개를 4명에게 똑같이 나눠 주려고 합니다. 한 사람이 받는 사탕은 몇 개입니까?,,MCQ,4개,5개,6개,16개,2,0
1158,248,24÷□=4일 때 □에 알맞은 수는?,,MCQ,4,5,6,8,3,3
1159,252,4×3=12를 나눗셈식으로 나타내면?,,MCQ,12÷4=3,12+4=3,4÷3=12,4-3=12,1,-3
1160,252,18÷6=3을 곱셈식으로 나타내면?,,MCQ,6×3=18,18×6=3,6+3=18,3+18=6,1,0
1161,252,어떤 수에 7을 곱하면 56이 됩니다. 이 수는 얼마입니까?,,MCQ,6,7,8,9,3,3
1162,249,12-4-4-4=0 을 나눗셈식으로 나타내면?,,MCQ,12÷4=3,12÷3=4,12-4=8,12×4=48,1,-3
1163,249,20에서 5를 □번 빼면 0이 됩니다. □는?,,MCQ,3,4,5,6,2,0
1164,249,24에서 6을 몇 번 빼면 0이 됩니까?,,MCQ,3번,4번,5번,6번,2,3
1165,253,15÷3의 몫은 3×□=15에서 □를 구하면 됩니다. □는?,,MCQ,3,4,5,6,3,-3
1166,253,28÷4의 몫은?,,MCQ,5,6,7,8,3,0
1167,253,36÷□=4를 풀려면 □×4=36을 이용합니다. □는?,,MCQ,7,8,9,10,3,3
1168,254,21÷7의 몫은?,,MCQ,2,3,4,5,2,-3
1169,254,54÷9의 몫은?,,MCQ,5,6,7,8,2,0
1170,254,81÷9는 어떤 곱셈구구를 이용하여 풀 수 있습니까?,,MCQ,9의 단,8의 단,7의 단,6의 단,1,3
1171,231,20×3은 얼마입니까?,,MCQ,23,50,60,90,3,-3
1172,231,40×5는 얼마입니까?,,MCQ,90,180,200,220,3,0
1173,231,70×□=560일 때 □에 알맞은 수는?,,MCQ,6,7,8,9,3,3
1174,232,12×3은 얼마입니까?,,MCQ,26,32,36,46,3,-3
1175,232,21×4는 얼마입니까?,,MCQ,80,84,86,94,2,0
1176,232,33×2와 같은 값을 가지는 식은?,,MCQ,11×6,22×3,30×2+3,15×5,1,3
1177,233,50×3은 얼마입니까?,,MCQ,53,130,150,153,3,-3
1178,233,41×5는 얼마입니까?,,MCQ,95,105,205,215,3,0
1179,233,62×4는 얼마입니까?,,MCQ,208,218,248,268,3,3
1180,234,13×6은 얼마입니까?,,MCQ,68,78,88,98,2,-3
